Date,Open,High,Low,Close,Adj Close,Volume
2022-11-29,0.822415,0.845024,0.817048,0.838892,0.838892,223650810
2022-11-30,0.839003,0.936996,0.839003,0.936996,0.936996,495703018
2022-12-01,0.936412,0.940099,0.908273,0.908376,0.908376,468978303
2022-12-02,0.908393,0.946198,0.902370,0.946198,0.946198,361496926
2022-12-03,0.946679,0.948614,0.901756,0.903188,0.903188,224283182
2022-12-04,0.903108,0.922386,0.902817,0.922119,0.922119,173986591
2022-12-05,0.921931,0.943986,0.901984,0.911139,0.911139,317851610
2022-12-06,0.911264,0.920311,0.900661,0.917389,0.917389,235153668
2022-12-07,0.917447,0.917791,0.875899,0.896219,0.896219,297194794
2022-12-08,0.896301,0.928863,0.888744,0.927781,0.927781,268116222
2022-12-09,0.927815,0.932367,0.909193,0.909515,0.909515,221578412
2022-12-10,0.909546,0.915603,0.902562,0.908252,0.908252,152011098
2022-12-11,0.908283,0.913791,0.891615,0.893233,0.893233,141914043
2022-12-12,0.893295,0.911576,0.875428,0.910573,0.910573,236843698
2022-12-13,0.910558,0.938251,0.882370,0.923434,0.923434,422558230
2022-12-14,0.923530,0.936157,0.900713,0.903347,0.903347,328675064
2022-12-15,0.903340,0.905715,0.873785,0.877981,0.877981,243269084
2022-12-16,0.877970,0.889978,0.789783,0.795795,0.795795,423423337
2022-12-17,0.795793,0.817401,0.785708,0.816142,0.816142,291109286
2022-12-18,0.816133,0.824450,0.806358,0.813864,0.813864,179850704
2022-12-19,0.814040,0.820761,0.765526,0.772779,0.772779,346669175
2022-12-20,0.772899,0.807115,0.770134,0.802671,0.802671,326769527
2022-12-21,0.802620,0.802673,0.787715,0.792996,0.792996,187415142
2022-12-22,0.793081,0.796686,0.772891,0.795728,0.795728,200780671
2022-12-23,0.795727,0.806155,0.792303,0.798734,0.798734,166134842
2022-12-24,0.798763,0.800643,0.794642,0.795994,0.795994,100230352
2022-12-25,0.796003,0.798593,0.787552,0.795133,0.795133,118950074
2022-12-26,0.795128,0.815221,0.794260,0.813517,0.813517,146611842
2022-12-27,0.813539,0.818456,0.800697,0.806025,0.806025,182445576
2022-12-28,0.806041,0.807651,0.777240,0.782831,0.782831,203426011
2022-12-29,0.782811,0.785617,0.770684,0.777419,0.777419,171915602
2022-12-30,0.777357,0.779847,0.751560,0.760533,0.760533,212498103
2022-12-31,0.760605,0.770648,0.755149,0.758517,0.758517,119298994
2023-01-01,0.758502,0.761818,0.749283,0.759973,0.759973,106486711
2023-01-02,0.759988,0.787734,0.751178,0.780852,0.780852,194853754
2023-01-03,0.780927,0.787312,0.772702,0.780077,0.780077,171447001
2023-01-04,0.780045,0.813555,0.777890,0.806372,0.806372,304446233
2023-01-05,0.806335,0.809470,0.787322,0.788527,0.788527,195814324
2023-01-06,0.788463,0.799642,0.774030,0.799216,0.799216,217674581
2023-01-07,0.799225,0.810505,0.798768,0.806735,0.806735,165603125
2023-01-08,0.806674,0.842027,0.800063,0.840371,0.840371,221262875
2023-01-09,0.840282,0.874219,0.836075,0.844234,0.844234,465942706
2023-01-10,0.843992,0.859830,0.836140,0.858464,0.858464,250740721
2023-01-11,0.858439,0.897017,0.847683,0.893428,0.893428,302396705
2023-01-12,0.897725,0.919670,0.869912,0.916289,0.916289,577693595
2023-01-13,0.916239,0.938290,0.897275,0.931102,0.931102,378692489
2023-01-14,0.931004,1.050641,0.930459,0.999671,0.999671,978285806
2023-01-15,0.999737,1.000438,0.956288,0.983518,0.983518,418050492
2023-01-16,0.983476,1.044241,0.973857,1.019492,1.019492,688279193
2023-01-17,1.019649,1.032709,0.996012,0.996012,0.996012,448317117
2023-01-18,0.995905,1.017185,0.937672,0.940121,0.940121,547193065
2023-01-19,0.940036,0.954757,0.921044,0.952890,0.952890,330694966
2023-01-20,0.952923,1.026321,0.939866,1.026250,1.026250,435529192
2023-01-21,1.026220,1.038505,0.989546,0.989977,0.989977,532015699
2023-01-22,0.990097,1.029599,0.979808,0.994092,0.994092,461378414
2023-01-23,0.994108,1.012206,0.982961,0.995189,0.995189,408263988
2023-01-24,0.994829,1.038658,0.953000,0.955928,0.955928,508536624
2023-01-25,0.955952,1.014361,0.937996,0.993623,0.993623,463858684
2023-01-26,0.993079,1.122496,0.991684,1.122306,1.122306,983939566
2023-01-27,1.123072,1.185705,1.072021,1.158274,1.158274,1013090701
2023-01-28,1.158248,1.166155,1.096737,1.144232,1.144232,624675428
2023-01-29,1.144364,1.196200,1.133303,1.177880,1.177880,629748131
2023-01-30,1.177862,1.178241,1.073565,1.087235,1.087235,602563770
2023-01-31,1.087332,1.120914,1.080363,1.111333,1.111333,418321993
2023-02-01,1.111085,1.201528,1.071382,1.194967,1.194967,641029088
2023-02-02,1.194626,1.251927,1.180182,1.180444,1.180444,832824008
2023-02-03,1.180328,1.250519,1.171930,1.244227,1.244227,696790458
2023-02-04,1.244452,1.281474,1.219098,1.250628,1.250628,531020758
2023-02-05,1.251095,1.257845,1.189648,1.204501,1.204501,562393241
2023-02-06,1.204367,1.236038,1.180760,1.190415,1.190415,438369543
2023-02-07,1.190357,1.269726,1.190325,1.268975,1.268975,577383745
2023-02-08,1.269234,1.340357,1.263517,1.303970,1.303970,947174326
2023-02-09,1.304250,1.344698,1.216989,1.228342,1.228342,1272709220
2023-02-10,1.228480,1.308800,1.220508,1.230595,1.230595,1009957719
2023-02-11,1.230424,1.255009,1.218026,1.251412,1.251412,452302092
2023-02-12,1.251252,1.300127,1.229917,1.238516,1.238516,543445136
2023-02-13,1.238334,1.242274,1.144372,1.186845,1.186845,748185120
2023-02-14,1.186454,1.259244,1.169728,1.258773,1.258773,770359563
2023-02-15,1.258687,1.330509,1.234439,1.330032,1.330032,613493994
2023-02-16,1.329800,1.462005,1.321436,1.371723,1.371723,1219004023
2023-02-17,1.371665,1.536422,1.371665,1.525588,1.525588,1303138204
2023-02-18,1.525579,1.559103,1.478383,1.486840,1.486840,774164641
2023-02-19,1.486768,1.533781,1.472298,1.478552,1.478552,719130733
2023-02-20,1.479609,1.506097,1.442336,1.474328,1.474328,628000707
2023-02-21,1.474428,1.500601,1.368997,1.384936,1.384936,790150889
2023-02-22,1.385113,1.398883,1.324411,1.397024,1.397024,722694672
2023-02-23,1.396782,1.416687,1.340060,1.354701,1.354701,534094666
2023-02-24,1.354599,1.361690,1.252778,1.265957,1.265957,617649145
2023-02-25,1.266012,1.276757,1.202570,1.248850,1.248850,471995898
2023-02-26,1.248660,1.298177,1.239866,1.281183,1.281183,413456032
2023-02-27,1.281284,1.285198,1.217959,1.235484,1.235484,551274461
2023-02-28,1.235537,1.242725,1.187855,1.195239,1.195239,508009083
2023-03-01,1.195249,1.259784,1.194377,1.248236,1.248236,487108422
2023-03-02,1.248277,1.251312,1.194467,1.224773,1.224773,371118481
2023-03-03,1.225004,1.227369,1.138153,1.167757,1.167757,558368482
2023-03-04,1.167763,1.175975,1.101370,1.126445,1.126445,332913156
2023-03-05,1.126699,1.158380,1.121060,1.137450,1.137450,306480585
2023-03-06,1.137249,1.145146,1.117468,1.131752,1.131752,320320685
2023-03-07,1.131719,1.167494,1.118396,1.149590,1.149590,509069836
2023-03-08,1.149604,1.156088,1.047851,1.051788,1.051788,562549015
2023-03-09,1.051937,1.090910,0.986068,1.015364,1.015364,701878025
2023-03-10,1.015623,1.065671,0.949270,1.058904,1.058904,872566312
2023-03-11,1.059036,1.086314,1.000901,1.064282,1.064282,714358473
2023-03-12,1.064218,1.156998,1.049017,1.156988,1.156988,705749746
2023-03-13,1.156473,1.201192,1.098717,1.193400,1.193400,947657046
2023-03-14,1.193632,1.245239,1.149985,1.200760,1.200760,993352077
2023-03-15,1.200975,1.230586,1.083624,1.114244,1.114244,789028694
2023-03-16,1.114894,1.155740,1.106257,1.150747,1.150747,468155801
2023-03-17,1.150753,1.229343,1.139829,1.224500,1.224500,546591846
2023-03-18,1.224648,1.250844,1.170238,1.171612,1.171612,540691072
2023-03-19,1.171560,1.220073,1.165620,1.168957,1.168957,435055212
2023-03-20,1.169139,1.173238,1.102926,1.104097,1.104097,656302222
2023-03-21,1.104258,1.167564,1.090653,1.156507,1.156507,551438948
2023-03-22,1.156265,1.161755,1.092729,1.109952,1.109952,581371141
2023-03-23,1.109932,1.156139,1.103141,1.137024,1.137024,424503495
2023-03-24,1.136973,1.147066,1.074288,1.097398,1.097398,484026769
2023-03-25,1.097517,1.112636,1.066788,1.079204,1.079204,313664955
2023-03-26,1.079165,1.119148,1.075071,1.105598,1.105598,274232224
2023-03-27,1.105661,1.107899,1.030180,1.046971,1.046971,405623097
2023-03-28,1.046902,1.101389,1.034473,1.087666,1.087666,339891275
2023-03-29,1.087551,1.143946,1.086419,1.122851,1.122851,367716913
2023-03-30,1.122936,1.139551,1.083314,1.092412,1.092412,367067985
2023-03-31,1.092564,1.122666,1.080016,1.119162,1.119162,308894177
2023-04-01,1.119142,1.126499,1.102289,1.105478,1.105478,190766571
2023-04-02,1.112192,1.121193,1.083750,1.096506,1.096506,212264953
2023-04-03,1.096430,1.116979,1.073885,1.097020,1.097020,331534675
2023-04-04,1.096977,1.149158,1.094253,1.139089,1.139089,335559402
2023-04-05,1.139108,1.166623,1.126070,1.140515,1.140515,321403080
2023-04-06,1.140497,1.140737,1.109900,1.113638,1.113638,218820404
2023-04-07,1.113879,1.120104,1.098500,1.107578,1.107578,197890629
2023-04-08,1.107464,1.117737,1.101786,1.102482,1.102482,138273151
2023-04-09,1.102554,1.110032,1.087051,1.101922,1.101922,180663393
2023-04-10,1.101867,1.123486,1.090967,1.121316,1.121316,221994150
2023-04-11,1.121340,1.131545,1.110817,1.113888,1.113888,256374532
2023-04-12,1.113814,1.117065,1.085212,1.110620,1.110620,255393936
2023-04-13,1.103764,1.137912,1.098262,1.134679,1.134679,291006675
2023-04-14,1.134706,1.190258,1.134667,1.162040,1.162040,613998037
2023-04-15,1.162018,1.184357,1.147467,1.172894,1.172894,337486132
2023-04-16,1.172846,1.188320,1.154299,1.183862,1.183862,267047390
2023-04-17,1.183751,1.184205,1.151530,1.152954,1.152954,344411568
2023-04-18,1.153136,1.183865,1.146006,1.171897,1.171897,313818165
2023-04-19,1.171895,1.177247,1.077412,1.085553,1.085553,506542920
2023-04-20,1.085373,1.098079,1.041113,1.047150,1.047150,377497546
2023-04-21,1.047181,1.055340,1.004847,1.012676,1.012676,414880568
2023-04-22,1.012679,1.027806,1.008138,1.025344,1.025344,338864115
2023-04-23,1.025353,1.031000,0.985509,1.003676,1.003676,396078444
2023-04-24,1.003667,1.021169,0.976418,0.989920,0.989920,450928113
2023-04-25,0.989895,1.014847,0.952158,1.005854,1.005854,485149208
2023-04-26,1.005774,1.056444,0.954302,0.986134,0.986134,641146104
2023-04-27,0.986207,1.029255,0.983064,1.012528,1.012528,523407037
2023-04-28,1.012518,1.014914,0.984811,0.998852,0.998852,390900688
2023-04-29,0.998857,1.022170,0.994633,1.003102,1.003102,341500119
2023-04-30,1.003133,1.014408,0.979548,0.984081,0.984081,354171920
2023-05-01,0.983877,0.987694,0.949420,0.960137,0.960137,382576171
2023-05-02,0.960167,0.979929,0.954012,0.976994,0.976994,347831293
2023-05-03,0.977007,1.016362,0.966220,1.006556,1.006556,452439416
2023-05-04,1.006592,1.006896,0.980434,0.982542,0.982542,322046254
2023-05-05,0.982550,1.007945,0.982097,0.998933,0.998933,360912082
2023-05-06,0.998982,1.004725,0.954748,0.977791,0.977791,379359648
2023-05-07,0.977736,0.985318,0.965537,0.965625,0.965625,316017024
2023-05-08,0.965459,0.967461,0.889765,0.900643,0.900643,489618922
2023-05-09,0.900693,0.907268,0.868468,0.877145,0.877145,395796867
2023-05-10,0.877219,0.903318,0.846608,0.877359,0.877359,487199000
2023-05-11,0.877352,0.877390,0.833187,0.842501,0.842501,387890944
2023-05-12,0.842375,0.867834,0.822512,0.865085,0.865085,473678803
2023-05-13,0.865073,0.865444,0.849274,0.849407,0.849407,295595738
2023-05-14,0.849391,0.866007,0.843261,0.859773,0.859773,285395449
2023-05-15,0.859740,0.876544,0.849524,0.860252,0.860252,333041728
2023-05-16,0.860269,0.864574,0.836866,0.846011,0.846011,349620797
2023-05-17,0.845891,0.900021,0.842083,0.887680,0.887680,445780657
2023-05-18,0.887504,0.888908,0.847198,0.872701,0.872701,358835288
2023-05-19,0.872651,0.878371,0.865093,0.870935,0.870935,261962240
2023-05-20,0.870994,0.878638,0.865311,0.877145,0.877145,205588080
2023-05-21,0.877049,0.879284,0.855661,0.856783,0.856783,193636551
2023-05-22,0.856794,0.874882,0.845333,0.871972,0.871972,247627879
2023-05-23,0.871966,0.891003,0.871021,0.889880,0.889880,258878387
2023-05-24,0.889859,0.889859,0.859119,0.874022,0.874022,282652949
2023-05-25,0.874004,0.897977,0.860645,0.890013,0.890013,328893269
2023-05-26,0.890019,0.951419,0.889384,0.911625,0.911625,502982266
2023-05-27,0.911595,0.922440,0.908214,0.920972,0.920972,241359025
2023-05-28,0.920932,0.953876,0.918898,0.941888,0.941888,271853007
2023-05-29,0.941913,0.948573,0.905387,0.909400,0.909400,311381909
2023-05-30,0.909417,0.915110,0.887686,0.901472,0.901472,310496126
2023-05-31,0.901480,0.904568,0.881353,0.893320,0.893320,249703507
2023-06-01,0.893241,0.898203,0.878727,0.888563,0.888563,220639687
2023-06-02,0.888556,0.908444,0.884385,0.900178,0.900178,229584396
2023-06-03,0.900156,0.906486,0.894468,0.899514,0.899514,169028400
2023-06-04,0.899529,0.906369,0.892846,0.893356,0.893356,180971684
2023-06-05,0.893328,0.893328,0.830381,0.836227,0.836227,345034268
2023-06-06,0.836229,0.836344,0.793675,0.823734,0.823734,459620243
2023-06-07,0.823648,0.823648,0.761860,0.765244,0.765244,404025608
2023-06-08,0.765323,0.784393,0.757831,0.781396,0.781396,276953404
2023-06-09,0.781445,0.787874,0.724191,0.727711,0.727711,414939391
2023-06-10,0.727640,0.727640,0.559319,0.611958,0.611958,1177044809
2023-06-11,0.611856,0.657521,0.595120,0.635073,0.635073,561201492
2023-06-12,0.635086,0.651326,0.621243,0.643023,0.643023,437837502
2023-06-13,0.643059,0.672968,0.627939,0.644309,0.644309,404342516
2023-06-14,0.644308,0.659771,0.612213,0.619202,0.619202,329198020
2023-06-15,0.619231,0.626466,0.563506,0.590463,0.590463,544770520
2023-06-16,0.590405,0.597304,0.562444,0.589858,0.589858,464462559
2023-06-17,0.589893,0.630225,0.586704,0.613667,0.613667,407483681
2023-06-18,0.613634,0.617816,0.595948,0.596807,0.596807,265351648
2023-06-19,0.596830,0.619239,0.594289,0.614042,0.614042,225072703
2023-06-20,0.614088,0.631290,0.592935,0.631166,0.631166,265318129
2023-06-21,0.631145,0.675567,0.629229,0.669695,0.669695,425041083
2023-06-22,0.669607,0.707288,0.654924,0.656791,0.656791,427209576
2023-06-23,0.656687,0.691741,0.656459,0.675090,0.675090,318052995
2023-06-24,0.675112,0.687704,0.649173,0.655299,0.655299,255007502
2023-06-25,0.655156,0.679420,0.650765,0.667584,0.667584,262502306
2023-06-26,0.667519,0.669797,0.640356,0.645411,0.645411,263522736
2023-06-27,0.645408,0.671258,0.644131,0.663942,0.663942,251811031
2023-06-28,0.663858,0.663858,0.609640,0.614490,0.614490,346578557
2023-06-29,0.614403,0.642784,0.612488,0.623901,0.623901,235799448
2023-06-30,0.623880,0.668178,0.619704,0.661015,0.661015,464441693
2023-07-01,0.661012,0.676693,0.651592,0.676693,0.676693,257553268
2023-07-02,0.676716,0.687531,0.663136,0.681501,0.681501,254851614
2023-07-03,0.681519,0.719341,0.679598,0.713703,0.713703,348005595
2023-07-04,0.713739,0.717981,0.693009,0.696092,0.696092,263697319
2023-07-05,0.696120,0.705158,0.662894,0.670992,0.670992,293161940
2023-07-06,0.670977,0.698797,0.652199,0.663141,0.663141,381528081
2023-07-07,0.657781,0.671879,0.657781,0.669475,0.669475,361687392
